,Provider Name,Complete Address,Contact No.
1662,OLYMPIAN MEDICAL AND DIAGNOSTIC CENTER INC.,"UNIT 2F01-03, OLYMPIAN LANE BUILDING, #5 UPPER MABINI ST, KABAYANIHAN  BAGUIO CITY BENGUET",(074) 665-2095; (0927) 045-8710; (0961) 981-6101; 
1663,MEDITEK MEDICAL CLINIC AND LABORATORY - MANAOAG,"MAGDALENAâ€™S APARTMENT, TABAYOYONG ST., POBLACION  MANAOAG PANGASINAN",(075) 510-2943 / (0969) 525-2942
1664,NORTHERNHEALTH MEDICAL AND DIAGNOSTIC CENTER,"89 KARUHATAN ROAD,  VALENZUELA CITY METRO MANILA",(02) 7091-7811 / (0927) 490-3385
1665,HANNAH DIAGNOSTIC CENTER,"4/F SUITE #402 AND SUITE #403, ANGELIQUE SQUARE COMMERCIAL BLDG., MCARTHUR HIGHWAY, DAU,  MABALACAT PAMPANGA",(02) 7146-7155 / (0917) 637-7614
1666,"REALAB MEDICAL AND DIAGNOSTIC CENTER , INC.",213 NATIONAL HIGHWAY BRGY. REAL CALAMBA CITY LAGUNA,(049) 503-4684
1667,CATANDUANES EYE CENTER,RIZAL AVENUE GOGON SIRANGAN  VIRAC CATANDUANES,(0999) 434-7370
1668,OPTIMUM HEALTHCARE,BLK 3 LOT 3 E RODRIGUEZ AVE. SAN ISIDRO TAYTAY RIZAL,(02) 8398-3067
1669,HI-PRECISION DIAGNOSTICS PLUS (SUBIC BRANCH),"1148-1150 GROUND FLOOR, HARBOR POINT, RIZAL HIGHWAY SUBIC BAY FREEPORT ZONE  OLONGAPO CITY ZAMBALES",8863-9999 LOCAL 2125/236/806
1670,NICATTO HEALTH DYNAMICS CORPORATION (QUEZON CITY),"CLUSTER 3 WALKWAY EXT. CENTRIS MALL, EDSA COR. QUEZON AVE.  QUEZON CITY METRO MANILA",(02) 8739-1991 / (0917) 517-1991 / (0919) 006-9437
1671,NICATTO HEALTH DYNAMICS CORPORATION (PASIG CITY),"1405 THE JOLLIBEE CENTER SAN MIGUEL AVENUE, ORTIGAS CENTER  PASIG CITY METRO MANILA",(02) 5310-3682 / (0917) 517-1991
1672,DAVAO DOCTORS CARE CENTER - SM LANANG PREMIER,SM LANANG PREMIER J.P. LAUREL AVE. AGDAO DAVAO CITY DAVAO DEL SUR,(082) 244-3878
1673,ST. VINCENTâ€™S CLINICAL LABORATORY,222 TANJECO ST SAN VICENTE MALOLOS CITY BULACAN,(044) 791-6477 / 791-1230 / (0969) 489-4703
1674,"NEW WORLD DIAGNOSTICS, INC. (CEBU)","#268 OSMENA BLVD., JONES BLDG.  CEBU CITY CEBU",(032)870-8888 LOC 640
1675,DAVAO DOCTORS CARE CENTER - SM CITY DAVAO,"2ND LEVEL ANNEX BLDG., SM CITY DAVAO, QUIMPO BLVD., ECOLAND SUBDIVISION BUCANA 76-A, MATINA DAVAO CITY DAVAO DEL SUR",(082) 244-3879
1676,SWABWHEELS DIAGNOSTICS & MEDICAL  SERVICES CORP,"GROUND FLR ELEV8 COMMERCIAL BLDG, ROAD A1, CAVITE ECONOMIC ZONE DRIVE, TEJEROS CONVENTION  ROSARIO CAVITE",(046) 894-0450 / 501-4677
1677,LABLIFE MEDICAL AND DIAGNOSTIC CENTER,"#116 13TH AVENUE, MURPHY CUBAO BARANGAY SOCORRO QUEZON CITY METRO MANILA",(02) 7002-2811
1679,"UROLOGY MED CARE, INC.","G/F UNITED DOCTORS MEDICLA CENTER, #6 NICANOR RAMIREZ ST.,   QUEZON CITY METRO MANILA",(02)7188-8300; (0968)860-1268
1680,"SAINT PIOâ€™S MEDICAL CENTER, INC.","GAVIC HIGHWAY, PALANGINAN  IBA CITY ZAMBALES",(0917)132-9711
1681,REACTIVE PHYSICAL THERAPY CLINIC,36 8TH STREET 10TH AVENUE  CALOOCAN CITY METRO MANILA,(0991)606-4035
1682,A-O LINK MEDICAL AND DIAGNOSTIC CENTER,COMMERCIAL UNIT 7 ROMANVILLE  SUBD BRGY SAN FERNANDO MALVAR BATANGAS,(043) 403-6786
1683,"NEW WORLD DIAGNOSTICS, INC. (LINGAYEN)","G/F COLUMBIAN PLAZA, POBLACION 2401, OESTE,  LINGAYEN PANGASINAN",(075) 656-2952 / (0917) 707-3764
1684,HEALTHWAY MEDICAL CLINIC (CEBU BRANCH),"LEVEL 3, AYALA CENTER CEBU, ARCHBISHOP REYES AVE. BARANGAY LUZ CEBU CITY CEBU",(0917) 822-8637; (032) 253-5846
1685,HEALTHWAY MEDICAL CLINIC (UP TOWN CENTER BRANCH),"LOWER G/F UP TOWN CENTER, KATIPUNAN AVE., UP CAMPUS  QUEZON CITY METRO MANILA",(0917) 653-7997; (02) 8962-4776
1686,UNITED DOCTORS OF ST. CAMILLUS DE LELLIS MABINI GENERAL HOSPITAL,POBLACION PULONG NIOGAN  MABINI BATANGAS,(043) 403-8609
1687,HELPFUL GENERATIONS MEDICAL AND DIAGNOSTIC CLINIC,691 A. BONIFACIO ST. BRGY. CANLALAY BINAN LAGUNA,(0968) 476-4691
1688,CHEM TECH LABORATORY AND DIAGNOSTIC CENTER,PUROK 1 MARAOUY  LIPA CITY BATANGAS,(043) 783-3012
1689,"ATHENAMD DIAGNOSTIC AND MEDICAL CLINIC, OPC","C-318 TO C-323 R SQUARE RESIDENCES MALL, 2622 PABLO OCAMPO STREET CORNER TAFT AVENUE,  MANILA METRO MANILA",(02)8711-95201
1690,"NEW WORLD DIAGNOSTICS, INC. (STA. MARIA)","CM. DELA JESUS ST. COR T.  SANTIAGO ST., POBLACION,   SANTA MARIA BULACAN",870-8888 LOC 651/650
1691,PROLAB DIAGNOSTIC CENTER - MUNTINLUPA,"252 MONTILLANO ST, LLANAS CENTRAL MALL,    MUNTINLUPA METRO MANILA",(02) 8559-3031
1692,BLOODCARE MEDICAL LABORATORY,"B-1, L 13, CONISTRA BLDG., A MABINI ST. BURGOS  EULOGIO RODRIGUEZ (M RIZAL",(02) 8997-2265
1693,WECARE MEDICAL AND DIAGNOSTIC CLINIC,"UNIT-A, GROUND FLOOR, MLAN PRESTIGE BLDG. BRGY HALANG CALAMBA CITY LAGUNA",(0997) 297-3652
1694,"LANANG PREMIERE DOCTORS HOSPITAL, INC.","DAVAO PARK DISTRICT, DAKUDAO LOOP, LANANG DAVAO CITY DAVAO DEL SUR",(082) 295-7676 / 295-0637
1695,VILLANUEVA-TANCHULING MATERNITY AND GENERAL HOSPITAL INCORPORATED,NO. 12 HIGHWAY SAN JOSE  IRIGA CITY CAMARINES SUR,(054) 299-2122
1696,SALUBRIS MEDICAL CENTER,"NATIONAL HIGHWAY, BRGY. ROXAS SOLANO NUEVA VIZCAYA",(0917)657-9656
1697,"APAYAO CAGAYAN MEDICAL CENTER, INC.","NO. 07 NATIONAL HIGHWAY, LIBERTAD,   ABULUG CAGAYAN",(0917)146-6558
1698,ALRAFA CARDIOVASCULAR DIAGNOSTIC CENTER,"2/F R SQUARE BLDG., WILLIAM SHAW ST.  CALOOCAN CITY METRO MANILA",(02)8812-0119; (0906) 242-1201; (0919) 874-1812
1699,YAP CLINICAL AND CARDIOVASCULAR LABORATORY,"LAPULAPU ST., POBLACION, VALENCIA CITY BUKIDNON",(088) 828-4455
1700,CUNAN CLINICAL LABORATORY,"CUNAN BLDG., L. CORTEZ ST. ST. JUDE VILLAGE, ALFONSO  CONCEPCION TARLAC",(045) 456-1850; (0917) 866 -1234; (0917) 509-9217
1701,BIOCHECK MEDICAL AND DIAGNOSTIC CLINIC,"JRT BUILDING MH DEL PILAR ST., LIGTASAN  TARLAC TARLAC",(0981)769-0886; (0966)871-4948;  (045)925-3579
1702,GLOBAL HEALTH DIAGNOSTICS - PARANAQUE,"3/F LMB BLDG #158 SAN ANTONIO AVENUE, SAN ANTONIO VALLEY I, PARANAQUE CITY  PARAÃ‘AQUE METRO MANILA",(02) 8825-9964
1703,NICATTO HEALTH DYNAMICS CORPORATION (MAKATI CITY),"(EXCLUSIVE FOR FPS) 2ND FLOOR UNIT SOUTHGATE MALL CHINO ROCES AVENUE, CORNER EDSA, MAGALLANES  MAKATI CITY METRO MANILA",(02) 5310-3682
1704,"TOP MED DIAGNOSTICS AND MULTISPECIALITY CLINIC, INC.",261-MC ARTHUR HIGHWAY  VALENZUELA CITY METRO MANILA,(02)8631-6316; (0917) 710-1801
1705,BIO VIE DIAGNOSTIC AND MEDICAL CORPORATION,"UNIT 101, BARONESA PLACE BLDG., MAC ARTHUR HIGHWAY, BRGY. DAU MABALACAT PAMPANGA",(0927) 076-5170
1706,"UNIHEALTH-QUEZON HOSPITAL AND MEDICAL CENTER, INC.",LOT NOS. 957-E & 964 MAHARLIKA ROAD BRGY. ISABANG TAYABAS QUEZON,(042) 421-7713
1707,"EMILIO B. RIVERA PRIMARY CARE CENTERS, INC.","FD ROAD 2, BRGY. TIBAL-OG SANTO TOMAS DAVAO DEL NORTE",(084) 823-1033
1708,"CENTER FOR AMBULATORY SURGERY AND TOTAL MEDICAL CARE OF DAVAO (CAST MD), INC.",UNIT 1 & 2-A BAJADA PLAZA BLDG. BRGY. PACIANO BANGOY DAVAO CITY DAVAO DEL SUR,(082) 391-1847
1709,NORTHLAB MEDICAL CLINIC AND LABORATORY,"NATIONAL HIGHWAY, BRGY. PITOGO, CONSOLACION CEBU",(032) 326-8238
1711,A.B.G. SPECIALIST CLINIC AND DIAGNOSTIC CENTER - IBA,G-558 NATIONAL ROAD PALANGINAN  IBA CITY ZAMBALES,(047)811-2323; (0939) 623-1814; (0967) 347-9427
1712,ADCURALABS,"102 TIMES SQUARE BLDG., 57 EXAMINER ST.,  QUEZON CITY METRO MANILA",(02) 8800-4257; (0927) 594-3569
1713,ONE MEDIC MEDICAL AND DIAGNOSTIC CLINIC,"TIERRA LINDA BUILDING, JOSE ABAD SANTOS AVENUE, SAN JOSE CITY  SAN FERNANDO CITY PAMPANGA",(0939)726-4782
1714,THE MEDICAL CITY CLINIC (WALTERMART - BACOOR BRANCH),UNIT 006 - 007 G/F WALTERMART BACOOR MOLINO BLVD MAMBOG IV  BACOOR CAVITE,(02) 8396-9898 LOC 5681-87
1715,A.B.G. SPECIALIST CLINIC AND DIAGNOSTIC CENTER - MASINLOC,"88C MASINLOC MALL, NORTH POBLACION,  MASINLOC ZAMBALES",(0967)347-9427
1716,CENTRO MEDICAL AND LABORATORY CLINIC,397 J.P RIZAL STREET BRGY. STO. NINO MARIKINA CITY METRO MANILA,(02)8241-2068; (02)8470-3494
1718,HJ LABORATORY & DIAGNOSTIC CENTER (MACTAN BRANCH),"CITY TIME SQUARE MACTAN, BASAK,  LAPU-LAPU CITY (OPON) CEBU",(032) 517-2614
1719,HJ LABORATORY & DIAGNOSTIC CENTER (BALAMBAN BRANCH),"GENNIS ARCADE, 17 DE NOVIEMBRE ST., BRGY. ALIWANAY BALAMBAN CEBU",(032) 414-0093
1720,"HEALTHQUARTERS MEDICAL AND DIAGNOSTICS, INC. - LIGAO","PUROK 2, TUBURAN  LIGAO CITY ALBAY",(0905) 470-3465
1721,TANZA DOCTORS HOSPITAL INC.,A SORIANO HIGHWAY SAHUD ULAN TANZA CAVITE,(0917) 705-4799
1722,"HEALTHQUARTERS MEDICAL AND DIAGNOSTICS, INC. - POLANGUI",CLETO BLDG UBALIW POLANGUI ALBAY,(0961) 860-9507
1723,"HEALTHQUARTERS MEDICAL AND DIAGNOSTICS, INC. - TABACO",AA BERCES ST. SAN JUAN TABACO CITY ALBAY,(0906) 102-3897
1724,"NEPHRO SPECIALIST OF LILOAN, INCORPORATED","CENTRAL NAUTICAL HIGHWAY, JUBAY  LILOAN CEBU",(032) 234-5435
1725,TRIPTORS DIAGNOSTIC CENTRE - DONA AURORA,"DONA AURORA BLVD, COR CAPISTRANO SUBD, GULANG-GULANG  LUCENA CITY QUEZON",(042) 717-4958
1726,PRIME HEALTH IMAGING CORP.," 287 SHAW BLVD., COR. L. CRUZ, HAGDANG BATO, LIBIS  MANDALUYONG CITY METRO MANILA",(02) 7119-1269
1727,THE MEDICAL CITY CLINIC (UP TOWN CENTER BRANCH),"2F UP TOWN CENTER, KATIPUNAN AVENUE, UP CAMPUS,  QUEZON CITY METRO MANILA",(02)8240-8080; (0925)804-0553; (0966) 883-5386
1728,THE MEDICAL CITY CLINIC (SM GRAND CENTRAL BRANCH),"5TH LEVEL SM CITY GRAND CENTER, RIZAL EXT. BRGY. 88 CALOOCAN CITY METRO MANILA",(02) 8396-9898 LOC 5652
1729,"ELITE MEDICAL AND DIAGNOSTIC CENTER, INC.",G/F J.E.C BLDG NATIONAL ROAD BANAYBANAY  CABUYAO LAGUNA,(049) 547-7367
1730,MEDEXPERT CLINICS AND DIAGNOSTICS INC.,104-106 DECORO BLDG. I L SANTOS COR A BONIFACIO AVE BRGY SAN JUAN CAINTA RIZAL,(02) 8655-9608
1731,ALLIED CARE EXPERTS (ACE) MEDICAL CENTER - LEGAZPI INC. ,DARAGA - LEGAZPI DIVERSION RD BRGY. BOGTONG LEGAZPI CITY ALBAY,(0968) 876-2327
1732,ALLIED CARE EXPERTS (ACE) MEDICAL CENTER - PANGASINAN,"1878 JUDGE JOSE DE VENECIA AVE,  DAGUPAN CITY PANGASINAN",(0905)600-0923; (0963)398-3735
1733,MEDHUB DIAGNOSTIC CENTER INC,"(EXCLUSIVE TO TOTAL. NON-PHILCARE-OWNED) G04 G/F 11 CORPORATE CENTER 11TH AVE., COR. TRIANGLE DRIVE, BONIFACIO GLOBAL CITY  TAGUIG CITY METRO MANILA",(02) 8688-9044
1734,HI-PRECISION DIAGNOSTICS (ZABARTE BRANCH),"LOWER G/F KAI MALL ZABARTE CORNER CAMARIN ROAD,  CALOOCAN CITY METRO MANILA",(0917)869-8409; (0993)986-6408
1735,ALLIED CARE EXPERTS (ACE) MEDICAL CENTER - PALAWAN,PUROK KAPATIRAN SOUTH NATIONAL HIGHWAY  SAN PEDRO PUERTO PRINCESA CITY PALAWAN,(048) 717-0019 / (0917) 702-9280
1736,KONSULTA MEDICA AND DIAGNOSTIC CENTER CORPORATION,"RT-35 4/F MAHARLIKA LIVELIHOOD COMPLEX,MAGSAYSAY AVENUE, COR. ABANAO ST., BAGONG LIPUNAN BRGY. AZOKO, BAGUIO CITY BENGUET",(074)309-4383
1737,"PHILIPPINE UROLOGY CARE HUB, INC. (PURCH)","G/F CAMARIN DOCTORS HOSPITAL, NO. 1, CAMARIN ROAD, BARANGAY 172 CALOOCAN CITY METRO MANILA",(02) 7004-2670
1738,ULTRALABX DIAGNOSTIC CENTER,"GEN. LIM ST., ZONE 3  DIGOS CITY DAVAO DEL SUR",(082) 392-6959
1739,HI-PRECISION DIAGNOSTICS (BINONDO BRANCH),"UNIT G01, G/F PRINCEVIEW PARKSUITES PARAMOUNT BUILDING, 434 QUINTIN APREDES ST., BRGY. 289, ZONE 027 MANILA METRO MANILA",(0917) 716-3349; (0922)890-6671
1740,EC CARE MEDICAL LABORATORY CO. LTD,"241 OUANO EXT. ST., IBABO-ESTANCIA MANDAUE CITY CEBU",(032) 2549527
1741,"IDEALHEALTH MEDICAL CLINIC & DIAGNOSTICS CENTER, INC.","STALLS 7, 8, 9, 17, 18 5JS BLDG, DEL PILAR  SAN FERNANDO CITY PAMPANGA",(045)407-6125
1742,SOUTHFAM MEDICAL AND DIAGNOSTIC CLINIC,"UNIT 2 LB2-2-D 9 PILAR ROAD, ST. JOSEPH SUBD., ALMANZA UNO  LAS PIÃ‘AS CITY METRO MANILA",(02) 8253-6165
1743,"UNITED DAVAO SPECIALISTS HOSPITAL AND MEDICAL CENTER, INC.","KM 4, GEN. DOUGLAS MCARTHUR HIGHWAY, MAA, TALOMO  DAVAO CITY DAVAO DEL SUR",(082) 315-8075
1745,NEGROS POLYMEDIC HOSPITAL,"NORTH NATIONAL HIGHWAY, BRGY. TUBTUBON  SIBULAN NEGROS ORIENTAL",(035) 419-2112
1746,VALUE CARE LABORORATORY AND DIAGNOSTIC CENTER CO. (PANAPAAN),"2/F V. AGUSTIN BLDG., KM 17, AGUINALDO HIGHWAY, P.F ESPIRITU PANAPAAN 1 BACOOR CAVITE",(046) 683-5662 / (0961) 265-0916
1747,VALUE CARE LABORORATORY AND DIAGNOSTIC CENTER CO. (MOLINO),2/F ALLIANS BLDG. VILLA MARIA SUBD. MOLINO III BACOOR CAVITE,(046) 416-9706
1748,ST. CECILIA DIAGNOSTIC CLINIC,"2F BRITTANY SQUARE, MINDANAO AVE. EXT. CORNER BELFAST ST.,  QUEZON CITY METRO MANILA",(02) 8546-6117
1749,EZCARE MEDICAL & DIAGNOSTICS,"896 J. LUNA CORNER SALAZAR ST., SANTO CRISTO,  TARLAC TARLAC",(0955)769-2440;
1750,PARINAS PHYSICAL THERAPY CLINIC,"UNIT 8 VILLCREST COMMERCIAL SPOT, MALHACAN ROAD,  MEYCAUAYAN BULACAN",(0935) 699-5644
1751,THESERVICE CARE MEDICAL CENTER OPC,"UNIT 1&2, DC INVEST BLDG., CORNER C. BANGOY AND RIZAL ST., BRGY 3-A, POBLACION DISTRICT  DAVAO CITY DAVAO DEL SUR",(082) 287-5537
1753,MEDCITY DIAGNOSTIC AND MEDICAL CENTER OPC,1 DAD COMMERCIAL CENTER DANDAN ST. BRGY. POBLACION 2 BATANGAS CITY BATANGAS,(043) 349-5516 / (0998) 573-4916
1754,AIC DIAGNOSTICS INC. ,"2ND FLR CGN COMMERCIAL BLDG, VILLEGAS ST. BRGY. SAN PEDRO SANTO TOMAS BATANGAS",(0917) 723-0931 / (0907) 571-6649
1755,"BOHOL FAMILY WELLNESS MEDICAL AND DIAGNOSTIC CENTER, INC.","PUROK 7 CPG EAST AVE., MANSASA  TAGBILARAN CITY BOHOL",(038) 502-6435
1757,SKY DIAGNOSTIC MEDICAL CORP.,"148 A.MABINI STREET, SABANG  BALIUAG BULACAN",(044) 798-64-84; (0929) 558-4430
1758,HEALTHLINKTARLAC CORPORATION (TOPLAB MD),"LIP BLDG, LOT 2A, LUISITA ACCESS ROAD,  SAN MIGUEL TARLAC",(045) 606 3121; 
1759,"COMMUNITY DIAGNOSTIC CENTER AND PHARMA, INC. (BATAAN)",(EXCLUSIVE TO GENPACT SERVICES LCC) 17 CAPITOL DRIVE SAN JOSE  BALANGA CITY BATAAN,(047) 237-2945 (0927) 872-7290; (0947) 897-0211
1760,VITALAB REDMARK CORPORATION BRANCH 1,"DOOR 1 ALBAY BLDG., MCARTHUR HIGHWAY, BRGY. TALOMO, MATINA  DAVAO CITY DAVAO DEL SUR",(082) 228-2198 / 284-0789
1761,ACCU-MED MEDICAL SERVICES,"UNIT - A, PHILFF BLDG., 8145 DR. A. SANTOS AVE SAN DIONISO PARAÃ‘AQUE METRO MANILA",(02) 8811-8797
1762,LILAC MEDICAL CLINIC AND LABORATORY CORP.,"99 LILAC ST., SSS VILLAGE, CONCEPCION DOS  MARIKINA CITY METRO MANILA",(02) 7000-3841; (0917)126-7253
1763,LIBERTY PHARMACY & DIAGNOSTIC CLINIC,"721 RIZAL ST., LOURDES SUR  ANGELES CITY PAMPANGA",(045) 423 7428; 09949528487
1764,QUALITECH DIAGNOSTIC AND MEDICAL SERVICES CORPORATION (SAN PABLO),"JAMORA BLDG., 192 LOPEZ JAENA ST.  BRGY.VII-B SAN PABLO CITY LAGUNA",(049) 562-5551
1768,RAPHAH MEDICAL AND DIAGNOSTIC CENTER OPC,"605 REAL ST., BRGY. SAGKAHAN  TACLOBAN CITY LEYTE",(053) 888-3897
1769,DCLC HEALTHCARE DIAGNOSTICS INC. ,TRC BLDG. SUMULONG HIGHWAY BRGY SAN ISIDRO CAINTA RIZAL,(02) 8871-7557
1770,MEDICORE MEDICAL HEALTH SERVICES,TRANSIT POINT DIVERSION RD. BRGY. ALANGILAN BATANGAS CITY BATANGAS,(0936) 947-3876
1771,QUALITECH DIAGNOSTIC AND MEDICAL SERVICES CORPORATION (ALAMINOS),233 RIZAL ST. BRGY. UNO ALAMINOS LAGUNA,(049) 567-2070
1772,OLYMPUS MEDICAL AND DIAGNOSTIC LABORATORY,"333 A MABINI ST, BRGY 18,  CALOOCAN CITY METRO MANILA",(02) 8354-5338; (0915) 976-6337
1773,PREMIERE MEDICAL AND CARDIOVASCULAR LABORATORY (MARIKINA),"06 UNIT 1 ABC MANCORA BLDG., GIL FERNANDO AVE., STO. NINO,  MARIKINA CITY METRO MANILA",(02) 8573-1130; 0951-5643534 / 0930-361-9223
1774,QUALITECH DIAGNOSTIC AND MEDICAL SERVICES CORPORATION (LAS PINAS),"UNITS 205-209, AURORA ARCADE ALABANG-ZAPOTE ROAD BRGY ALMANZA UNO LAS PIÃ‘AS CITY METRO MANILA",(02) 8825-6045 
1776,EPH MULTI-SPECIALTY AND DIAGNOSTIC CENTER INC.,"G/F YAP BLDG., PUROK 13, SANTIAGO, TIBANGA HIGHWAY  ILIGAN CITY LANAO DEL NORTE",(063) 229-6558
1777,DADIANGAS MEDICAL CENTER,"LEON LLIDO ST., CITY HEIGHTS, 9500  GENERAL SANTOS CITY  COTABATO",(083) 520-7881 ; 310-6975
1778,MADRID DISTRICT HOSPITAL,"NATIONAL HIGHWAY, BRGY. QUIRINO MADRID SURIGAO DEL SUR",(086) 213-4111
1779,BMCDC CENTRAL CO.,KM 2 MC ARTHUR HIGHWAY MATINA CROSSING DAVAO CITY DAVAO DEL SUR,(082) 221-1059
1780,MEDITRUST DIAGNOSTIC MEDICAL CLINIC AND LABORATORY,"#109 V.LUNA EXTENSION,  QUEZON CITY METRO MANILA",(0917)119-3838
1781,THE MEDICAL CITY CLINIC (SM - STA. ROSA),"LEVEL 2 SM CITY STA ROSA MALL EXPANSION, OLD NATIONAL HIGHWAY BRGY. TAGAPO SANTA ROSA CITY LAGUNA",(02) 8396-9898 LOC 6251 TO 6257
1782,"SAN JOSE DEL MONTE â€“ MUZON MEDICAL CENTER, INC.","#122 CARRIEDO ST.,  MUZON SAN JOSE DEL MONTE C BULACAN",(0917)132-4140
1783,CENTRAL LUZON DOCTORSâ€™ HOSPITAL INC - SAN RAFAEL CLINIC,"UNIT 4 & 5 CENTRAL CITY , MC ARTHUR HIGHWAY, BRGY. SAN RAFAEL, TARLAC TARLAC",(0920)938-6406; (0999) 227-7583
1784,"STATELAB CLINICS & DIAGNOSTIC CENTER, INC.","UNIT 220 2/F ST. ANTHONY BLDG., #891 AURORA BLVD.,  CUBAO QUEZON CITY METRO MANILA",(02)7502-8708; (0917)899-2081; (0916)564-4410
1785,BLESCES HEALTH SERVICES CORP (SAN PABLO BRANCH),A MABINI  BRGY V-B (POB)  RIZAL LAGUNA,(0977) 204-3771
1786,ATHENAHEALTH MEDICAL AND DIAGNOSTIC CLINIC,"806 MALABANIAS ROAD PLARIDEL, MALABANIAS,  ANGELES CITY PAMPANGA",(045) 963-3787; (0967) 077-8089
1787,THE MEDICAL CITY CLINIC (SM CITY - OLONGAPO),"UNIT 310-315, 3F, SM CITY OLONGAPO CENTRAL, EAST TPINLAC,  OLONGAPO CITY ZAMBALES",(0935) 016-4885
1788,SOLANO MEDICAL CLINIC AND LABORATORY,"240 POBLACION 2, CORNER DON DOMINGO CANCIO,  GERONA TARLAC",(0906)461-7820; (045) 931-3919
1789,MERCIHUB MULTISPECIALTY AND DIAGNOSTIC CLINIC,3 /F 2151 POINTE PASIG 2826  C. RAYMUNDO AVENUE BRGY.ROSARIO PASIG CITY METRO MANILA,(02) 8651-1845; (0945) 435-7772
1790,FCI LABORATORY AND MEDICAL SERVICES,"RM. 2A E. CORTES BLDG., 958 E. ROAD RODRIGUEZ SR. AVENUE, BRGY. MARIANA, NEW M QUEZON CITY METRO MANILA",(02) 8470-0762; 8723-4516 (0917) 8167210
1791,ACE DIAGNOSTICS CORPORATION (VALENZUELA BRANCH),UNIT 116-119 ARBORTOWNE PLAZA 2  VALENZUELA CITY METRO MANILA,(02)8635-5918; (0917)133-6276
1792,THE MEDICAL CITY CLINIC (SM CENTER MUNTINLUPA),"UNIT 230-233, 2/F SM CENTER MANILA SOUTH ROAD  MUNTINLUPA METRO MANILA",(02) 8396-9899 LOC. 6552 & 6553
1793,"PARANAQUE ULTRASOUND DIAGNOSTIC CENTER, INC. (TALABA)","379 EMILIO AGUINALDO HIGHWAY TALABA IV, BACOOR CAVITE",(046) 416-1965
1794,"PARANAQUE ULTRASOUND DIAGNOSTIC CENTER, INC. (ANIBAN)","RM 8, 2ND FLR OCAMPO COMMERCIAL CENTER ANIBAN I BACOOR CAVITE",(046) 416-3956
1795,"PARANAQUE ULTRASOUND DIAGNOSTIC CENTER, INC. (BACLARAN)",2150 AIRPORT ROAD BACLARAN PARAÃ‘AQUE METRO MANILA,(02) 7000-3849
1796,"PARANAQUE ULTRASOUND DIAGNOSTIC CENTER, INC. (DON GALO)",0459 QUIRINO AVENUE DON GALO PARAÃ‘AQUE METRO MANILA,(02) 8852-1908
1797,"PARANAQUE ULTRASOUND DIAGNOSTIC CENTER, INC. (MOLINO)",NO. 321 MOLINO III BACOOR CAVITE,(046) 477-1038
1798,S.I. DOCTORS SPECIALTY CLINIC LABORATORY,"LEVEL 1, GMC BLDG., TECSON ST, POBLACION,   SAN MIGUEL BULACAN",(0933)600-3454; (0977) 363-5084
1800,MEIJIA BINONDO BY KAIROS HEALTH,"#68 DASMARINAS ST. BRGY. 282, MANILA METRO MANILA",(02) 7116-3698; (0906) 067-9603
1801,KAIROS HEALTH MEDICAL DIAGNOSTIC (ERMITA BRANCH,"1123-1125 ORIENTAL HANDCRAFT BLDG., A. MABINI ST. BRGY. 667, MANILA METRO MANILA",(02) 8664-9072; (0906) 067-9603
1802,"PARANAQUE ULTRASOUND DIAGNOSTIC CENTER, INC. (SALAWAG)",LOT 1 JEE-COMMERCIAL BLDG JOSE ABAD SANTOS AVENUE BRGY SALAWAG DASMARIÃ‘AS CAVITE,(046) 686-4061
1803,PRORECOVERY PHYSICAL THERAPY CLINIC,"UNIT SF 01 SQUARE MALL, ORTIGAS AVE EXTENSION  SAN JUAN  CAINTA RIZAL",(0922) 875-5421 / (0927) 021-6200
1804,"SANTANA MATERNITY AND CHILDRENâ€™S HOSPITAL, INC.",21 SUMULONG  BRGY. SAN JOSE  ANTIPOLO CITY RIZAL,(02) 8256-7396
1805,DIAGNOSTICS PLUS INC. ,"UNIT 1A, 1B AND 1C LEGENDA BUILDING L. SUMULONG ROAD, MEMORIAL CIRCLE,  SAN ROQUE ANTIPOLO CITY RIZAL",(02) 7007-0256
1806,RAPIDDX DIAGNOSTIC CENTER," #42 J.C. DE JESUS ST. POBLACION,  SANTA MARIA BULACAN",(044) 798-1528; (0961)506-5602; 
1807,"COMMONHEALTH DIAGNOSTIC AND WELLNESS CENTER, INC.","2ND FLOOR CRESDEC BUILDING, LOT 9, BLOCK 9, COMMONWEALTH AVE. BRGY. BATASAN HILLS QUEZON CITY METRO MANILA",(02) 8735-1514; (0998) 881-7783
1808,ALLIED CARE EXPERTS (ACE) MEDICAL CENTER - TUGUEGARAO,PALLUA RD PALLUA NORTE TUGUEGARAO CITY CAGAYAN,(0927) 760-4761
1809,MEDLIFE DIAGNOSTIC CENTER,2401 SURLA  BALIBAGO ANGELES CITY PAMPANGA,(0931) 029-7975
1810,VALCARE+ MULTISPECIALTY & DIAGNOSTIC CLINIC,52 KARUHATAN ROAD KARUHATAN VALENZUELA CITY METRO MANILA,(0998) 344-5253
1811,HEALTHONE MEDICAL LABORATORY,205 ETG BUILDING A. MABINI   POBLACION  SAN PEDRO LAGUNA,(0917) 106-1932 / (02) 8362-0285
1813,THE MEDICAL CITY CLINIC (ROBINSONS GALLERIA SOUTH),"	_x000D_
2/F 255 ROBINSONS GALLERIA SOUTH KM 32 NATIONAL HIGHWAY NUEVA  SAN PEDRO LAGUNA",(02) 8396-9899
